antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"weather_bucket_LowVisibility, weekday_type_Weekday",congestion_level_Low,0.07226124460874923,0.25000616142945165,0.02272335181762169,0.3144611186903138,1.2578134750452958,1.0,0.004657595432873637,1.0940208630292776,0.22093456720325438,0.07585979924304756,0.08594064903747763,0.2026761429413714
"weather_bucket_Clear, weekday_type_Weekend",congestion_level_High,0.10131854590264941,0.25003080714725817,0.03176833025261861,0.31354901483823894,1.2540415255851696,1.0,0.006435572441592652,1.0925313082273644,0.22541718139548514,0.09940618493097865,0.08469442251270275,0.22030333935603422
"weather_bucket_Precipitation, weekday_type_Weekday",congestion_level_Severe,0.1376709796672828,0.24995686999383857,0.04226740603820086,0.3070175438596491,1.2282820786930844,1.0,0.007855598871581458,1.0823407192493975,0.21552651241410564,0.1223863555270106,0.0760765235798397,0.23805817047054628
"weather_bucket_Clear, weekday_type_Weekday",congestion_level_Severe,0.22809611829944548,0.24995686999383857,0.06974738139248306,0.30578065910318747,1.2233336859704034,1.0,0.01273318960460934,1.080412321899926,0.23650812991619616,0.17082151264562082,0.07442743873794341,0.29240916212899465
"weather_bucket_Clouds, weekday_type_Weekend",congestion_level_Medium,0.10442390634627234,0.25000616142945165,0.03174368453481208,0.3039886712296436,1.215924717581111,1.0,0.005637064547711974,1.0775598148604317,0.1982865155959795,0.0983731765065302,0.07197727104409285,0.2154801400312256
"weather_bucket_Precipitation, weekday_type_Weekend",congestion_level_Low,0.049168207024029575,0.25000616142945165,0.014738139248305606,0.29974937343358393,1.1989679443087211,1.0,0.0024457845458593693,1.0710362977439112,0.17453070629417902,0.05181526730785893,0.06632482754650414,0.17935023876726514
"time_of_day_Midday, weather_bucket_LowVisibility",congestion_level_Severe,0.018188539741219964,0.24995686999383857,0.005348120764017252,0.2940379403794038,1.1763547062605313,1.0,0.0008017703005433674,1.0624411323311844,0.15269353953767129,0.020350745568789273,0.05877138076740081,0.1577170573519973
weather_bucket_Clear,congestion_level_Low,0.32941466420209486,0.25000616142945165,0.09569932224276032,0.29051324255573846,1.1620243312992002,1.0,0.013343626527022784,1.0570934985061635,0.2079270365341973,0.19783971060274114,0.054009885205845605,0.3366505487226642
weather_bucket_Clouds,congestion_level_High,0.3727171903881701,0.25003080714725817,0.10750462107208872,0.2884348343582622,1.1535971812800876,1.0,0.01431384112167626,1.0539712018875582,0.21225878482916066,0.2086482349564718,0.05120747302288825,0.3592001673023445
weather_bucket_Clouds,congestion_level_Severe,0.3727171903881701,0.24995686999383857,0.10681454097350586,0.2865833498644449,1.1465311990484965,1.0,0.013651318671181259,1.0513395361092945,0.2037421291077622,0.20706129664134537,0.04883249829953839,0.35695761853309016
weekday_type_Weekend,congestion_level_Low,0.2857917436845348,0.25000616142945165,0.08172520024645717,0.2859606760952052,1.1438145142510796,1.0,0.0102755034396569,1.0503536898628112,0.1760444140095458,0.17998263135041248,0.047939746724161236,0.30642671028735025
"weather_bucket_Clear, weekday_type_Weekday",congestion_level_Low,0.22809611829944548,0.25000616142945165,0.06356130622304375,0.27866018368449486,1.114613264294004,1.0,0.006535871250041278,1.039723333728344,0.1332132579826151,0.1533293697978597,0.03820567687550124,0.26644957133751557
weather_bucket_Clear,congestion_level_Medium,0.32941466420209486,0.25000616142945165,0.08800985828712261,0.26717043244052074,1.0686553919828596,1.0,0.005654162571385082,1.0234219138676826,0.09580384017062248,0.17909624354280557,0.02288588269442768,0.30960059476915625
weather_bucket_Precipitation,congestion_level_High,0.1868391866913124,0.25003080714725817,0.0489463955637708,0.2619707162643451,1.0477537518408873,1.0,0.002230842908604702,1.0161780966964498,0.056049511519717814,0.12617534942820838,0.015920532777712843,0.2288660875555338
weather_bucket_Precipitation,congestion_level_Low,0.1868391866913124,0.25000616142945165,0.04739371534195933,0.25366046695686584,1.014616861866604,1.0,0.0006827674726636312,1.0048963043837622,0.017716406055769206,0.12169345652449057,0.004872447398206791,0.22161532811565687
weather_bucket_LowVisibility,congestion_level_Severe,0.09983980283425754,0.24995686999383857,0.025261860751694395,0.25302394470501116,1.0122704157371158,1.0,0.00030621613444140744,1.0041059879890812,0.013466133861864469,0.07784021871202916,0.004089197792062172,0.17704441171357835
"time_of_day_Morning Rush, weekday_type_Weekend",congestion_level_Low,0.04724584103512015,0.25000616142945165,0.01190388170055453,0.25195618153364635,1.0077998881829358,1.0,9.213033985807154e-05,1.0026068260388712,0.008123313567712346,0.04171704957678355,0.0026000481656107315,0.1497852674229746
weather_bucket_Precipitation,congestion_level_Medium,0.1868391866913124,0.25000616142945165,0.046950092421441776,0.2512861100118718,1.005119668151784,1.0,0.00023914455214607555,1.0017095296341307,0.006263940138960979,0.12041719342604298,0.001706612130120512,0.21954092566839645
